flight_id,aircraft_id,origin,destination,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,status,delay_minutes,fare_usd
F097,B777,CCU,MUM,2025-10-06T10:02:00,2025-10-06T10:24:00,2025-10-06T12:42:00,2025-10-06T13:11:00,completed,29,181
F920,B737,CCU,HYD,2025-10-06T13:43:00,2025-10-06T13:57:00,2025-10-06T16:42:00,2025-10-06T17:13:00,completed,31,196
F600,B777,CCU,DEL,2025-10-06T23:47:00,2025-10-07T00:07:00,2025-10-07T01:25:00,2025-10-07T01:38:00,completed,13,135
F467,A350,MUM,DEL,2025-10-05T15:05:00,2025-10-05T15:09:00,2025-10-05T17:50:00,2025-10-05T17:57:00,completed,7,202
F886,B787,BLR,CCU,2025-10-05T08:46:00,,2025-10-05T11:36:00,,cancelled,,0
F436,A350,MUM,GOI,2025-10-06T12:10:00,2025-10-06T12:19:00,2025-10-06T13:41:00,2025-10-06T14:00:00,completed,19,141
F106,B737,HYD,MUM,2025-10-06T21:10:00,2025-10-06T21:29:00,2025-10-06T23:34:00,2025-10-06T23:37:00,completed,3,189
F221,B777,MUM,DEL,2025-10-05T06:17:00,2025-10-05T06:21:00,2025-10-05T08:19:00,2025-10-05T08:54:00,completed,35,168
F486,A321,GOI,MUM,2025-10-05T10:35:00,2025-10-05T10:44:00,2025-10-05T13:05:00,2025-10-05T13:30:00,completed,25,185
F196,A350,DEL,CCU,2025-10-05T09:39:00,2025-10-05T09:48:00,2025-10-05T12:09:00,2025-10-05T12:26:00,completed,17,192
F667,A350,DEL,GOI,2025-10-05T23:22:00,,2025-10-06T01:15:00,,cancelled,,0
F383,B777,DEL,PNQ,2025-10-06T01:18:00,2025-10-06T01:39:00,2025-10-06T04:06:00,2025-10-06T04:14:00,completed,8,191
F578,B787,CCU,MUM,2025-10-06T18:47:00,2025-10-06T18:53:00,2025-10-06T21:37:00,2025-10-06T21:55:00,completed,18,195
F137,A350,PNQ,DEL,2025-10-06T01:01:00,2025-10-06T01:05:00,2025-10-06T03:16:00,2025-10-06T03:31:00,completed,15,174
F795,B777,BLR,GOI,2025-10-06T23:54:00,2025-10-07T00:00:00,2025-10-07T02:35:00,2025-10-07T02:38:00,completed,3,176
F866,B787,PNQ,CCU,2025-10-05T20:57:00,2025-10-05T21:09:00,2025-10-05T23:15:00,2025-10-05T23:45:00,completed,30,160
F927,A321,PNQ,GOI,2025-10-05T10:31:00,,2025-10-05T13:20:00,,cancelled,,0
F491,B777,GOI,HYD,2025-10-06T20:05:00,2025-10-06T20:07:00,2025-10-06T22:05:00,2025-10-06T22:30:00,completed,25,130
F961,B787,PNQ,GOI,2025-10-06T13:15:00,2025-10-06T13:24:00,2025-10-06T15:00:00,2025-10-06T15:26:00,completed,26,126
F429,B737,CCU,MUM,2025-10-05T08:47:00,,2025-10-05T11:20:00,,cancelled,,0
F762,A350,HYD,GOI,2025-10-06T17:17:00,2025-10-06T17:33:00,2025-10-06T18:58:00,2025-10-06T19:27:00,completed,29,146
F694,B777,DEL,BLR,2025-10-07T01:42:00,2025-10-07T01:49:00,2025-10-07T04:01:00,2025-10-07T04:19:00,completed,18,173
F233,B737,GOI,HYD,2025-10-06T07:23:00,,2025-10-06T09:36:00,,cancelled,,0
F396,A350,GOI,MUM,2025-10-06T00:45:00,2025-10-06T01:01:00,2025-10-06T03:28:00,2025-10-06T03:34:00,completed,6,175
F223,B787,PNQ,CCU,2025-10-06T12:12:00,2025-10-06T12:27:00,2025-10-06T13:50:00,2025-10-06T14:24:00,completed,34,109
F794,B777,GOI,HYD,2025-10-06T11:58:00,2025-10-06T12:17:00,2025-10-06T14:20:00,2025-10-06T14:20:00,completed,0,163
F368,A320,HYD,GOI,2025-10-06T13:42:00,2025-10-06T13:58:00,2025-10-06T16:26:00,2025-10-06T16:52:00,completed,26,202
F008,A320,HYD,MUM,2025-10-06T11:57:00,2025-10-06T12:02:00,2025-10-06T14:48:00,2025-10-06T15:11:00,completed,23,196
F061,B777,BLR,PNQ,2025-10-06T08:52:00,2025-10-06T09:01:00,2025-10-06T11:03:00,2025-10-06T11:38:00,completed,35,146
F968,B787,GOI,PNQ,2025-10-06T05:44:00,2025-10-06T05:55:00,2025-10-06T07:26:00,2025-10-06T07:35:00,completed,9,112
F934,A350,HYD,GOI,2025-10-06T06:07:00,,2025-10-06T09:03:00,,cancelled,,0
F463,B777,MUM,PNQ,2025-10-07T04:49:00,,2025-10-07T07:04:00,,cancelled,,0
F621,A350,CCU,GOI,2025-10-06T13:13:00,2025-10-06T13:24:00,2025-10-06T16:06:00,2025-10-06T16:31:00,completed,25,190
F077,B787,GOI,CCU,2025-10-06T22:10:00,2025-10-06T22:18:00,2025-10-07T00:08:00,2025-10-07T00:35:00,completed,27,157
F649,A350,CCU,MUM,2025-10-06T08:10:00,,2025-10-06T09:57:00,,cancelled,,0
F645,A321,MUM,PNQ,2025-10-05T05:29:00,2025-10-05T05:45:00,2025-10-05T08:12:00,2025-10-05T08:12:00,completed,0,191
F575,B737,GOI,CCU,2025-10-06T22:22:00,2025-10-06T22:34:00,2025-10-07T00:33:00,2025-10-07T00:59:00,completed,26,176
F548,B787,DEL,CCU,2025-10-06T01:12:00,2025-10-06T01:15:00,2025-10-06T03:15:00,2025-10-06T03:26:00,completed,11,133
F883,A320,MUM,PNQ,2025-10-06T07:39:00,2025-10-06T07:49:00,2025-10-06T09:43:00,2025-10-06T10:08:00,completed,25,168
F026,B777,DEL,BLR,2025-10-05T09:50:00,2025-10-05T09:57:00,2025-10-05T12:50:00,2025-10-05T12:54:00,completed,4,184
F757,B737,HYD,DEL,2025-10-06T03:39:00,2025-10-06T03:45:00,2025-10-06T05:35:00,2025-10-06T05:48:00,completed,13,158
F437,A321,HYD,MUM,2025-10-06T21:23:00,,2025-10-06T23:56:00,,cancelled,,0
F766,A350,DEL,MUM,2025-10-06T04:19:00,2025-10-06T04:21:00,2025-10-06T06:39:00,2025-10-06T07:03:00,completed,24,179
F135,A320,CCU,DEL,2025-10-05T21:01:00,2025-10-05T21:10:00,2025-10-05T23:51:00,2025-10-06T00:05:00,completed,14,178
F887,B787,MUM,HYD,2025-10-06T17:29:00,2025-10-06T17:43:00,2025-10-06T19:42:00,2025-10-06T20:00:00,completed,18,152
F881,A321,CCU,PNQ,2025-10-05T12:15:00,2025-10-05T12:18:00,2025-10-05T14:41:00,2025-10-05T14:43:00,completed,2,155
F046,A321,GOI,PNQ,2025-10-05T23:01:00,2025-10-05T23:02:00,2025-10-06T01:35:00,2025-10-06T01:40:00,completed,5,199
F753,A350,BLR,GOI,2025-10-07T01:44:00,2025-10-07T01:49:00,2025-10-07T03:17:00,2025-10-07T03:39:00,completed,22,143
F584,B777,MUM,HYD,2025-10-06T11:53:00,2025-10-06T12:14:00,2025-10-06T13:36:00,2025-10-06T14:11:00,completed,35,127
F314,B787,PNQ,DEL,2025-10-05T07:11:00,2025-10-05T07:35:00,2025-10-05T10:05:00,2025-10-05T10:06:00,completed,1,192
F332,B737,CCU,BLR,2025-10-06T15:05:00,2025-10-06T15:26:00,2025-10-06T17:45:00,2025-10-06T18:06:00,completed,21,180
F890,B737,GOI,BLR,2025-10-05T14:33:00,2025-10-05T14:56:00,2025-10-05T16:07:00,2025-10-05T16:22:00,completed,15,136
F012,A321,CCU,PNQ,2025-10-06T02:28:00,2025-10-06T02:40:00,2025-10-06T04:25:00,2025-10-06T04:54:00,completed,29,134
F011,B787,BLR,DEL,2025-10-05T20:38:00,2025-10-05T20:50:00,2025-10-05T22:12:00,2025-10-05T22:29:00,completed,17,109
F595,A350,BLR,MUM,2025-10-06T23:12:00,2025-10-06T23:29:00,2025-10-07T01:49:00,2025-10-07T01:49:00,completed,0,168
F293,A320,BLR,GOI,2025-10-06T22:08:00,,2025-10-06T23:51:00,,cancelled,,0
F453,A320,PNQ,MUM,2025-10-05T13:21:00,,2025-10-05T14:56:00,,cancelled,,0
F428,A350,PNQ,HYD,2025-10-05T23:34:00,2025-10-05T23:56:00,2025-10-06T02:11:00,2025-10-06T02:15:00,completed,4,192
F954,A321,GOI,HYD,2025-10-06T06:14:00,2025-10-06T06:23:00,2025-10-06T08:33:00,2025-10-06T08:55:00,completed,22,167
F938,B737,HYD,PNQ,2025-10-07T01:00:00,2025-10-07T01:02:00,2025-10-07T02:32:00,2025-10-07T02:33:00,completed,1,117
F202,B737,CCU,GOI,2025-10-06T22:37:00,2025-10-06T22:46:00,2025-10-07T00:27:00,2025-10-07T00:51:00,completed,24,145
F094,A350,CCU,PNQ,2025-10-05T23:51:00,2025-10-05T23:57:00,2025-10-06T02:32:00,2025-10-06T02:37:00,completed,5,180
F189,B737,CCU,HYD,2025-10-07T00:42:00,2025-10-07T00:54:00,2025-10-07T03:05:00,2025-10-07T03:06:00,completed,1,169
F213,B777,BLR,PNQ,2025-10-06T11:38:00,2025-10-06T11:47:00,2025-10-06T13:37:00,2025-10-06T14:07:00,completed,30,139
F609,A320,CCU,GOI,2025-10-05T14:39:00,2025-10-05T14:57:00,2025-10-05T16:24:00,2025-10-05T16:49:00,completed,25,148
F877,A350,BLR,CCU,2025-10-07T02:05:00,2025-10-07T02:13:00,2025-10-07T03:44:00,2025-10-07T04:11:00,completed,27,129
F145,A350,GOI,PNQ,2025-10-07T02:00:00,2025-10-07T02:20:00,2025-10-07T04:57:00,2025-10-07T05:03:00,completed,6,219
F898,B777,CCU,BLR,2025-10-06T02:57:00,2025-10-06T03:15:00,2025-10-06T04:54:00,2025-10-06T05:05:00,completed,11,146
F168,A350,CCU,BLR,2025-10-05T09:29:00,2025-10-05T09:49:00,2025-10-05T11:15:00,2025-10-05T11:50:00,completed,35,135
F424,B787,HYD,PNQ,2025-10-05T21:17:00,2025-10-05T21:30:00,2025-10-05T22:54:00,2025-10-05T23:01:00,completed,7,136
F304,B777,MUM,DEL,2025-10-06T18:23:00,2025-10-06T18:40:00,2025-10-06T20:57:00,2025-10-06T21:06:00,completed,9,169
F526,B737,MUM,PNQ,2025-10-06T20:50:00,,2025-10-06T23:34:00,,cancelled,,0
F089,B777,GOI,MUM,2025-10-05T05:51:00,2025-10-05T05:54:00,2025-10-05T08:14:00,2025-10-05T08:41:00,completed,27,172
F134,B787,PNQ,CCU,2025-10-06T06:56:00,2025-10-06T07:20:00,2025-10-06T09:06:00,2025-10-06T09:37:00,completed,31,171
F820,A350,HYD,DEL,2025-10-05T12:02:00,2025-10-05T12:25:00,2025-10-05T14:38:00,2025-10-05T14:57:00,completed,19,161
F843,A350,MUM,HYD,2025-10-06T18:28:00,2025-10-06T18:45:00,2025-10-06T20:04:00,2025-10-06T20:26:00,completed,22,113
F448,A320,DEL,HYD,2025-10-05T15:07:00,2025-10-05T15:18:00,2025-10-05T16:48:00,2025-10-05T17:13:00,completed,25,143
F631,A321,DEL,MUM,2025-10-05T15:44:00,2025-10-05T15:47:00,2025-10-05T18:00:00,2025-10-05T18:14:00,completed,14,168
F700,A320,MUM,GOI,2025-10-05T14:18:00,2025-10-05T14:35:00,2025-10-05T16:32:00,2025-10-05T16:32:00,completed,0,172
F617,A350,DEL,PNQ,2025-10-06T03:38:00,2025-10-06T03:49:00,2025-10-06T06:09:00,2025-10-06T06:28:00,completed,19,187
F971,B787,PNQ,DEL,2025-10-06T09:29:00,,2025-10-06T11:57:00,,cancelled,,0
F723,B777,BLR,CCU,2025-10-05T05:02:00,2025-10-05T05:25:00,2025-10-05T07:53:00,2025-10-05T08:04:00,completed,11,175
F842,B787,BLR,DEL,2025-10-06T20:46:00,2025-10-06T21:02:00,2025-10-06T22:17:00,2025-10-06T22:42:00,completed,25,110
F937,B787,MUM,HYD,2025-10-06T09:26:00,2025-10-06T09:30:00,2025-10-06T12:23:00,2025-10-06T12:53:00,completed,30,201
F563,A320,HYD,CCU,2025-10-06T20:07:00,2025-10-06T20:22:00,2025-10-06T22:34:00,2025-10-06T23:02:00,completed,28,172
F923,A320,HYD,PNQ,2025-10-06T01:48:00,2025-10-06T02:06:00,2025-10-06T03:38:00,2025-10-06T03:39:00,completed,1,148
F391,B777,PNQ,MUM,2025-10-06T18:00:00,2025-10-06T18:14:00,2025-10-06T19:35:00,2025-10-06T20:09:00,completed,34,118
F333,B737,GOI,PNQ,2025-10-06T14:29:00,2025-10-06T14:54:00,2025-10-06T16:57:00,2025-10-06T17:19:00,completed,22,163
F426,A320,GOI,BLR,2025-10-07T04:53:00,2025-10-07T05:04:00,2025-10-07T06:24:00,2025-10-07T06:57:00,completed,33,135
F725,A321,CCU,PNQ,2025-10-06T14:57:00,2025-10-06T15:06:00,2025-10-06T17:37:00,2025-10-06T17:57:00,completed,20,190
F768,A350,CCU,MUM,2025-10-06T11:39:00,2025-10-06T11:59:00,2025-10-06T14:18:00,2025-10-06T14:26:00,completed,8,200
F613,B787,CCU,HYD,2025-10-06T03:35:00,2025-10-06T03:55:00,2025-10-06T05:50:00,2025-10-06T06:05:00,completed,15,148
F128,B777,PNQ,CCU,2025-10-06T06:45:00,,2025-10-06T09:13:00,,cancelled,,0
F081,B737,BLR,HYD,2025-10-06T06:52:00,2025-10-06T07:05:00,2025-10-06T08:57:00,2025-10-06T09:13:00,completed,16,138
F792,B787,DEL,BLR,2025-10-05T13:58:00,2025-10-05T14:22:00,2025-10-05T15:53:00,2025-10-05T16:09:00,completed,16,124
F043,A320,DEL,HYD,2025-10-06T00:27:00,2025-10-06T00:44:00,2025-10-06T02:17:00,2025-10-06T02:36:00,completed,19,158
F706,A350,MUM,BLR,2025-10-05T08:23:00,2025-10-05T08:26:00,2025-10-05T11:01:00,2025-10-05T11:19:00,completed,18,179
F798,B737,GOI,CCU,2025-10-06T05:35:00,2025-10-06T05:44:00,2025-10-06T07:09:00,2025-10-06T07:29:00,completed,20,128
F864,A321,GOI,HYD,2025-10-07T00:31:00,2025-10-07T00:54:00,2025-10-07T02:22:00,2025-10-07T02:44:00,completed,22,123
F604,A350,MUM,CCU,2025-10-07T02:57:00,2025-10-07T03:17:00,2025-10-07T04:42:00,2025-10-07T04:46:00,completed,4,152
F522,A350,PNQ,BLR,2025-10-07T01:53:00,2025-10-07T01:56:00,2025-10-07T04:34:00,2025-10-07T05:04:00,completed,30,173
F710,A321,DEL,HYD,2025-10-06T07:02:00,2025-10-06T07:26:00,2025-10-06T08:33:00,2025-10-06T08:48:00,completed,15,126
F002,A320,CCU,HYD,2025-10-05T07:10:00,2025-10-05T07:17:00,2025-10-05T08:43:00,2025-10-05T09:15:00,completed,32,142
F873,B787,HYD,MUM,2025-10-05T19:58:00,2025-10-05T19:59:00,2025-10-05T22:04:00,2025-10-05T22:05:00,completed,1,172
F847,A320,MUM,PNQ,2025-10-05T06:04:00,2025-10-05T06:19:00,2025-10-05T07:52:00,2025-10-05T08:19:00,completed,27,125
F939,B777,GOI,MUM,2025-10-06T09:06:00,2025-10-06T09:26:00,2025-10-06T11:50:00,2025-10-06T12:10:00,completed,20,199
F228,A320,PNQ,CCU,2025-10-06T03:41:00,2025-10-06T03:58:00,2025-10-06T05:28:00,2025-10-06T05:49:00,completed,21,127
F831,A320,MUM,CCU,2025-10-05T12:42:00,2025-10-05T12:47:00,2025-10-05T14:56:00,2025-10-05T15:14:00,completed,18,163
F698,B737,CCU,PNQ,2025-10-07T00:39:00,2025-10-07T00:50:00,2025-10-07T03:17:00,2025-10-07T03:47:00,completed,30,196
F872,B777,MUM,PNQ,2025-10-05T05:34:00,2025-10-05T05:37:00,2025-10-05T07:12:00,2025-10-05T07:45:00,completed,33,114
F888,A321,CCU,DEL,2025-10-06T07:13:00,2025-10-06T07:35:00,2025-10-06T10:07:00,2025-10-06T10:31:00,completed,24,183
F054,A320,PNQ,HYD,2025-10-05T20:11:00,2025-10-05T20:25:00,2025-10-05T22:06:00,2025-10-05T22:28:00,completed,22,142
F627,A320,MUM,PNQ,2025-10-06T03:07:00,2025-10-06T03:23:00,2025-10-06T04:50:00,2025-10-06T05:07:00,completed,17,129
F671,A350,CCU,MUM,2025-10-06T14:36:00,,2025-10-06T17:19:00,,cancelled,,0
F951,A350,MUM,GOI,2025-10-07T00:46:00,2025-10-07T00:53:00,2025-10-07T02:40:00,2025-10-07T02:57:00,completed,17,135
F431,B787,GOI,DEL,2025-10-05T20:35:00,2025-10-05T20:35:00,2025-10-05T23:10:00,2025-10-05T23:25:00,completed,15,162
F361,A320,DEL,HYD,2025-10-05T05:27:00,2025-10-05T05:46:00,2025-10-05T07:47:00,2025-10-05T08:11:00,completed,24,167
F755,A321,DEL,PNQ,2025-10-06T06:31:00,2025-10-06T06:33:00,2025-10-06T08:20:00,2025-10-06T08:27:00,completed,7,121
F797,A320,MUM,DEL,2025-10-06T09:27:00,2025-10-06T09:36:00,2025-10-06T11:19:00,2025-10-06T11:54:00,completed,35,132
F844,A350,PNQ,DEL,2025-10-05T21:03:00,2025-10-05T21:15:00,2025-10-05T23:28:00,2025-10-05T23:48:00,completed,20,174
F534,B777,DEL,BLR,2025-10-07T03:11:00,2025-10-07T03:18:00,2025-10-07T04:41:00,2025-10-07T04:55:00,completed,14,123
F726,B787,BLR,DEL,2025-10-05T11:34:00,2025-10-05T11:35:00,2025-10-05T14:10:00,2025-10-05T14:18:00,completed,8,171
F867,A321,CCU,HYD,2025-10-05T05:48:00,,2025-10-05T07:54:00,,cancelled,,0
F341,A320,BLR,CCU,2025-10-06T12:20:00,2025-10-06T12:42:00,2025-10-06T15:02:00,2025-10-06T15:16:00,completed,14,185
F861,B777,DEL,GOI,2025-10-05T15:19:00,2025-10-05T15:44:00,2025-10-05T18:13:00,2025-10-05T18:24:00,completed,11,193
F483,B787,GOI,CCU,2025-10-05T23:06:00,2025-10-05T23:13:00,2025-10-06T02:00:00,2025-10-06T02:06:00,completed,6,180
F818,B777,GOI,BLR,2025-10-05T19:00:00,2025-10-05T19:22:00,2025-10-05T20:34:00,2025-10-05T21:07:00,completed,33,112
F083,A350,DEL,PNQ,2025-10-05T09:41:00,2025-10-05T09:41:00,2025-10-05T12:34:00,2025-10-05T12:49:00,completed,15,188
F281,B737,BLR,MUM,2025-10-06T12:22:00,2025-10-06T12:33:00,2025-10-06T15:00:00,2025-10-06T15:16:00,completed,16,201
F035,A321,DEL,HYD,2025-10-05T19:51:00,2025-10-05T20:08:00,2025-10-05T21:28:00,2025-10-05T21:31:00,completed,3,127
F601,A320,DEL,GOI,2025-10-07T04:58:00,2025-10-07T05:00:00,2025-10-07T07:23:00,2025-10-07T07:32:00,completed,9,152
F565,B777,MUM,DEL,2025-10-06T22:14:00,2025-10-06T22:30:00,2025-10-07T01:03:00,2025-10-07T01:38:00,completed,35,185
F450,B787,CCU,BLR,2025-10-05T11:27:00,2025-10-05T11:52:00,2025-10-05T13:56:00,2025-10-05T14:04:00,completed,8,161
F636,A321,HYD,GOI,2025-10-06T13:10:00,2025-10-06T13:23:00,2025-10-06T15:41:00,2025-10-06T15:50:00,completed,9,193
F216,A350,CCU,DEL,2025-10-06T16:13:00,2025-10-06T16:37:00,2025-10-06T17:58:00,2025-10-06T18:08:00,completed,10,132
F703,A321,BLR,DEL,2025-10-06T09:49:00,2025-10-06T10:13:00,2025-10-06T12:39:00,2025-10-06T12:56:00,completed,17,191
F943,B787,CCU,MUM,2025-10-05T17:26:00,2025-10-05T17:48:00,2025-10-05T19:18:00,2025-10-05T19:27:00,completed,9,131
F729,A321,GOI,HYD,2025-10-05T10:27:00,2025-10-05T10:28:00,2025-10-05T12:56:00,2025-10-05T13:19:00,completed,23,189
F309,A320,BLR,CCU,2025-10-05T17:17:00,2025-10-05T17:40:00,2025-10-05T19:04:00,2025-10-05T19:30:00,completed,26,139
F262,A321,DEL,BLR,2025-10-05T08:27:00,,2025-10-05T10:34:00,,cancelled,,0
F403,B777,CCU,BLR,2025-10-06T19:38:00,2025-10-06T19:59:00,2025-10-06T22:10:00,2025-10-06T22:13:00,completed,3,159
F009,A321,GOI,MUM,2025-10-07T04:54:00,2025-10-07T05:13:00,2025-10-07T07:51:00,2025-10-07T08:01:00,completed,10,213
F398,B787,BLR,MUM,2025-10-07T03:09:00,2025-10-07T03:27:00,2025-10-07T05:29:00,2025-10-07T05:46:00,completed,17,186
F841,A321,GOI,MUM,2025-10-06T01:27:00,2025-10-06T01:48:00,2025-10-06T04:09:00,2025-10-06T04:28:00,completed,19,193
F243,A350,GOI,HYD,2025-10-05T19:38:00,2025-10-05T19:53:00,2025-10-05T22:26:00,2025-10-05T22:38:00,completed,12,178
F125,B737,DEL,CCU,2025-10-06T18:37:00,2025-10-06T18:56:00,2025-10-06T20:25:00,2025-10-06T20:57:00,completed,32,125
F558,B787,CCU,BLR,2025-10-07T02:43:00,2025-10-07T03:05:00,2025-10-07T04:56:00,2025-10-07T05:02:00,completed,6,167
F317,B777,BLR,MUM,2025-10-06T20:19:00,2025-10-06T20:43:00,2025-10-06T22:29:00,2025-10-06T22:49:00,completed,20,152
F394,B787,BLR,PNQ,2025-10-06T22:39:00,2025-10-06T22:58:00,2025-10-07T01:29:00,2025-10-07T01:37:00,completed,8,186
F260,A350,CCU,BLR,2025-10-06T02:20:00,2025-10-06T02:31:00,2025-10-06T04:30:00,2025-10-06T04:55:00,completed,25,145
F246,A350,BLR,MUM,2025-10-07T04:48:00,2025-10-07T04:59:00,2025-10-07T07:39:00,2025-10-07T08:11:00,completed,32,188
F056,A350,GOI,CCU,2025-10-06T08:17:00,,2025-10-06T11:13:00,,cancelled,,0
F036,A320,MUM,GOI,2025-10-06T13:32:00,,2025-10-06T16:06:00,,cancelled,,0
F022,A320,GOI,HYD,2025-10-05T09:43:00,2025-10-05T09:47:00,2025-10-05T12:21:00,2025-10-05T12:51:00,completed,30,197
F316,B787,MUM,CCU,2025-10-06T10:57:00,2025-10-06T11:21:00,2025-10-06T12:56:00,2025-10-06T12:59:00,completed,3,135
F946,B737,CCU,BLR,2025-10-06T17:25:00,2025-10-06T17:25:00,2025-10-06T19:33:00,2025-10-06T19:58:00,completed,25,166
F562,A350,BLR,DEL,2025-10-06T15:36:00,2025-10-06T15:48:00,2025-10-06T17:34:00,2025-10-06T17:59:00,completed,25,141
F372,B777,GOI,CCU,2025-10-05T20:05:00,2025-10-05T20:19:00,2025-10-05T22:32:00,2025-10-05T23:04:00,completed,32,161
F149,B737,PNQ,MUM,2025-10-06T04:07:00,2025-10-06T04:09:00,2025-10-06T05:51:00,2025-10-06T06:00:00,completed,9,128
F612,B737,GOI,CCU,2025-10-05T09:59:00,2025-10-05T10:07:00,2025-10-05T12:06:00,2025-10-05T12:12:00,completed,6,146
F253,A321,BLR,GOI,2025-10-06T00:23:00,2025-10-06T00:43:00,2025-10-06T02:03:00,2025-10-06T02:38:00,completed,35,127
F941,A321,PNQ,MUM,2025-10-05T20:28:00,2025-10-05T20:37:00,2025-10-05T22:59:00,2025-10-05T23:02:00,completed,3,165
F655,B737,HYD,DEL,2025-10-05T18:46:00,,2025-10-05T21:40:00,,cancelled,,0
F559,B787,GOI,BLR,2025-10-06T13:53:00,2025-10-06T14:13:00,2025-10-06T16:07:00,2025-10-06T16:31:00,completed,24,150
F734,A321,PNQ,BLR,2025-10-06T18:32:00,2025-10-06T18:53:00,2025-10-06T20:53:00,2025-10-06T21:03:00,completed,10,181
F220,A321,MUM,HYD,2025-10-06T13:15:00,2025-10-06T13:39:00,2025-10-06T16:14:00,2025-10-06T16:44:00,completed,30,209
F384,A320,DEL,HYD,2025-10-05T12:59:00,2025-10-05T13:03:00,2025-10-05T14:52:00,2025-10-05T15:24:00,completed,32,146
F547,A320,PNQ,CCU,2025-10-05T10:07:00,,2025-10-05T11:49:00,,cancelled,,0
F807,A320,BLR,HYD,2025-10-06T15:35:00,2025-10-06T15:35:00,2025-10-06T18:15:00,2025-10-06T18:22:00,completed,7,185
F765,A320,GOI,MUM,2025-10-06T07:25:00,,2025-10-06T08:58:00,,cancelled,,0
F261,A350,CCU,GOI,2025-10-05T12:14:00,2025-10-05T12:17:00,2025-10-05T14:24:00,2025-10-05T14:41:00,completed,17,165
F419,B777,HYD,MUM,2025-10-06T18:17:00,2025-10-06T18:32:00,2025-10-06T21:14:00,2025-10-06T21:18:00,completed,4,180
F451,A320,MUM,BLR,2025-10-05T13:55:00,2025-10-05T14:06:00,2025-10-05T15:50:00,2025-10-05T15:55:00,completed,5,160
F282,B737,DEL,MUM,2025-10-06T00:02:00,2025-10-06T00:11:00,2025-10-06T02:43:00,2025-10-06T03:01:00,completed,18,178
F707,A321,GOI,HYD,2025-10-05T05:33:00,2025-10-05T05:33:00,2025-10-05T07:32:00,2025-10-05T08:03:00,completed,31,140
F180,A320,MUM,PNQ,2025-10-06T17:12:00,2025-10-06T17:26:00,2025-10-06T19:09:00,2025-10-06T19:30:00,completed,21,135
F451,A320,MUM,BLR,2025-10-05T13:55:00,2025-10-05T14:06:00,2025-10-05T15:50:00,2025-10-05T15:55:00,completed,5,160
F148,B777,CCU,MUM,2025-10-05T16:13:00,,2025-10-05T18:15:00,,cancelled,,0
F224,B787,CCU,GOI,2025-10-05T21:30:00,2025-10-05T21:30:00,2025-10-05T23:18:00,2025-10-05T23:40:00,completed,22,132
F434,A350,PNQ,DEL,2025-10-06T20:01:00,2025-10-06T20:22:00,2025-10-06T22:18:00,2025-10-06T22:21:00,completed,3,154
F905,A320,CCU,DEL,2025-10-06T23:15:00,,2025-10-07T01:31:00,,cancelled,,0
F907,A320,PNQ,BLR,2025-10-07T03:46:00,2025-10-07T03:51:00,2025-10-07T06:16:00,2025-10-07T06:18:00,completed,2,158
F338,A320,MUM,GOI,2025-10-06T18:39:00,2025-10-06T18:55:00,2025-10-06T21:01:00,2025-10-06T21:18:00,completed,17,182
F764,A320,BLR,PNQ,2025-10-06T05:01:00,2025-10-06T05:08:00,2025-10-06T07:16:00,2025-10-06T07:48:00,completed,32,158
F885,A321,MUM,CCU,2025-10-07T04:03:00,2025-10-07T04:20:00,2025-10-07T06:34:00,2025-10-07T06:56:00,completed,22,177
F244,A321,PNQ,DEL,2025-10-06T11:51:00,,2025-10-06T13:43:00,,cancelled,,0
F599,A350,CCU,DEL,2025-10-05T11:33:00,,2025-10-05T13:24:00,,cancelled,,0
F711,B737,DEL,PNQ,2025-10-05T07:17:00,2025-10-05T07:41:00,2025-10-05T09:12:00,2025-10-05T09:18:00,completed,6,156
F745,B737,HYD,DEL,2025-10-05T20:28:00,2025-10-05T20:28:00,2025-10-05T23:21:00,2025-10-05T23:45:00,completed,24,179
F538,B787,MUM,GOI,2025-10-06T15:26:00,2025-10-06T15:48:00,2025-10-06T17:17:00,2025-10-06T17:19:00,completed,2,144
F652,B737,GOI,DEL,2025-10-05T11:13:00,2025-10-05T11:32:00,2025-10-05T13:01:00,2025-10-05T13:28:00,completed,27,122
F124,B787,PNQ,BLR,2025-10-06T15:01:00,2025-10-06T15:09:00,2025-10-06T17:08:00,2025-10-06T17:34:00,completed,26,164
F513,A321,GOI,BLR,2025-10-06T22:02:00,2025-10-06T22:21:00,2025-10-06T23:33:00,2025-10-06T23:52:00,completed,19,119
F732,A321,CCU,PNQ,2025-10-05T21:58:00,2025-10-05T22:03:00,2025-10-06T00:40:00,2025-10-06T01:15:00,completed,35,201
F115,B787,BLR,GOI,2025-10-05T22:05:00,2025-10-05T22:26:00,2025-10-05T23:38:00,2025-10-05T23:39:00,completed,1,121
F633,A320,DEL,BLR,2025-10-05T13:43:00,2025-10-05T13:47:00,2025-10-05T16:26:00,2025-10-05T16:58:00,completed,32,169
F144,B787,HYD,MUM,2025-10-05T20:42:00,2025-10-05T20:49:00,2025-10-05T23:29:00,2025-10-05T23:41:00,completed,12,209
F407,A320,HYD,PNQ,2025-10-06T01:51:00,2025-10-06T02:04:00,2025-10-06T04:50:00,2025-10-06T04:55:00,completed,5,187
